time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-09-23T12:20:28.454Z,-6.8209,144.4369,256.88,4.6,mb,,96,5.572,0.86,us,us7000fdsv,2021-09-23T14:26:49.864Z,"77 km SE of Ialibu, Papua New Guinea",earthquake,11.7,8.3,0.065,71,reviewed,us,us
2021-09-23T11:13:29.183Z,12.1354,-87.8406,24.39,4.6,mb,,171,0.975,1.37,us,us7000fdrk,2021-09-23T11:42:45.040Z,"79 km SSW of Jiquilillo, Nicaragua",earthquake,6,7.9,0.038,210,reviewed,us,us
2021-09-23T11:01:54.926Z,-21.6083,-68.483,101.3,4.5,mwr,,47,1.092,0.94,us,us7000fdri,2021-09-23T12:10:40.040Z,"104 km NNE of Calama, Chile",earthquake,5.9,5.7,,,reviewed,us,guc
2021-09-23T08:36:12.680Z,-22.2304,-179.1546,546.52,4.6,mb,,75,5.177,0.74,us,us7000fdr4,2021-09-23T08:56:01.040Z,"south of the Fiji Islands",earthquake,7.8,7,0.062,78,reviewed,us,us
2021-09-23T03:52:40.738Z,3.5871,122.6257,537.78,4.5,mb,,54,3.072,0.85,us,us7000fdq3,2021-09-23T23:42:24.504Z,"281 km SSE of Tabiauan, Philippines",earthquake,11.3,7.4,0.071,58,reviewed,us,us
2021-09-23T03:17:57.585Z,48.9613,26.0066,13.48,4.6,mb,,48,1.424,0.94,us,us7000fdpw,2021-09-26T00:58:15.536Z,"11 km ESE of Zavodske, Ukraine",earthquake,4.2,4.5,0.116,23,reviewed,us,us
2021-09-23T02:03:50.268Z,-24.3776,-179.0102,395.17,4.5,mb,,141,7.146,0.99,us,us7000fdpe,2021-09-23T23:00:45.040Z,"south of the Fiji Islands",earthquake,13.6,7.3,0.104,27,reviewed,us,us
2021-09-23T00:39:25.039Z,12.1947,-87.7871,29.45,4.5,mb,,151,0.899,0.84,us,us7000fdnw,2021-09-23T01:03:39.040Z,"71 km SSW of Jiquilillo, Nicaragua",earthquake,4.6,6.7,0.06,80,reviewed,us,us
2021-09-23T00:33:34.319Z,-36.9001,-74.1526,7.51,4.5,mwr,,135,2.323,0.6,us,us7000fdnr,2021-09-24T00:27:10.304Z,"83 km WNW of Arauco, Chile",earthquake,6.6,4.5,0.038,66,reviewed,us,us
2021-09-23T00:03:43.133Z,44.9766,100.5958,10,4.9,mb,,68,4.925,0.59,us,us7000fdnl,2021-09-23T00:37:49.520Z,"129 km WNW of Hovd, Mongolia",earthquake,8.9,1.9,0.057,96,reviewed,us,us
2021-09-22T22:23:27.459Z,-59.911,-24.1187,10,4.9,mb,,70,14.544,0.95,us,us7000fdn5,2021-09-22T22:45:14.040Z,"South Sandwich Islands region",earthquake,8,1.7,0.083,45,reviewed,us,us
2021-09-22T19:57:23.957Z,-27.5543,-178.8089,352.49,5,mb,,81,1.872,0.78,us,us7000fdlx,2021-09-28T18:35:50.040Z,"Kermadec Islands region",earthquake,8.9,6.3,0.031,327,reviewed,us,us
2021-09-22T19:51:58.282Z,-59.4588,-25.9888,35,5,mb,,68,7.74,0.63,us,us7000fdlw,2021-09-28T18:28:08.040Z,"South Sandwich Islands region",earthquake,10.1,1.9,0.076,56,reviewed,us,us
2021-09-22T19:47:11.093Z,13.3815,120.6933,86.33,4.6,mb,,111,10.353,0.74,us,us7000fdlt,2021-09-28T18:22:51.996Z,"6 km NE of Cabacao, Philippines",earthquake,11.5,7.5,0.071,60,reviewed,us,us
2021-09-22T19:33:23.220Z,-58.3325,-23.0336,10,4.9,mb,,61,8.505,0.95,us,us7000few4,2021-09-29T17:24:31.040Z,"South Sandwich Islands region",earthquake,10.6,1.8,0.114,24,reviewed,us,us
2021-09-22T19:02:29.556Z,56.3034,-34.1802,10,4.6,mb,,74,10.55,1.05,us,us7000fewe,2021-09-29T17:09:22.040Z,"Reykjanes Ridge",earthquake,4.2,1.9,0.077,51,reviewed,us,us
2021-09-22T17:44:29.863Z,-29.8592,-177.2427,10,4.5,mb,,208,0.838,0.63,us,us7000few0,2021-09-29T16:40:02.040Z,"Kermadec Islands, New Zealand",earthquake,9.2,1.6,0.172,11,reviewed,us,us
2021-09-22T17:43:57.713Z,-55.9075,-26.9656,28.72,5,mb,,75,5.705,0.85,us,us7000fdkk,2021-09-28T17:01:52.040Z,"South Sandwich Islands region",earthquake,12.7,4.3,0.1,32,reviewed,us,us
2021-09-22T17:42:02.011Z,-36.8295,-74.1569,10,5,mwr,,128,2.322,0.85,us,us7000fdki,2021-09-28T16:58:26.586Z,"87 km WNW of Arauco, Chile",earthquake,6.4,1.9,,,reviewed,us,guc
2021-09-22T17:32:59.443Z,-29.8221,-177.37,10,5.1,mb,,49,0.735,1.19,us,us7000fdka,2021-09-28T16:50:58.040Z,"Kermadec Islands, New Zealand",earthquake,8.7,1.8,0.049,136,reviewed,us,us
2021-09-22T17:30:10.909Z,2.8517,95.4862,10,4.5,mb,,160,2.592,0.82,us,us7000fdk9,2021-09-28T16:42:14.040Z,"107 km WNW of Sinabang, Indonesia",earthquake,6.5,1.7,0.099,30,reviewed,us,us
2021-09-22T17:01:27.895Z,56.4163,117.738,10,5.5,mb,,36,6.978,0.74,us,us7000fdk1,2021-09-29T16:59:20.711Z,"56 km SW of Novaya Chara, Russia",earthquake,7.4,1.7,0.023,649,reviewed,us,us
2021-09-22T16:20:46.509Z,12.0087,-87.7981,24.03,4.5,mb,,118,1.021,1.25,us,us7000fdjk,2021-09-29T00:39:01.040Z,"85 km SW of Corinto, Nicaragua",earthquake,4.1,5.6,0.066,67,reviewed,us,us
2021-09-22T13:01:49.943Z,12.1481,-87.589,43.61,4.6,mb,,175,0.777,0.58,us,us7000fevt,2021-09-29T09:34:40.040Z,"58 km SW of Corinto, Nicaragua",earthquake,4.9,9.1,0.067,66,reviewed,us,us
2021-09-22T12:57:00.588Z,12.0711,-87.6777,33.49,5.6,mww,,143,0.893,1.05,us,us7000fdfd,2021-09-23T13:00:42.579Z,"71 km SW of Corinto, Nicaragua",earthquake,6.1,4.9,0.068,21,reviewed,us,us
2021-09-22T12:27:10.806Z,12.0805,-87.6941,32.34,5.1,mb,,148,0.898,1.01,us,us7000fdf4,2021-09-22T18:01:23.040Z,"72 km SW of Corinto, Nicaragua",earthquake,6.4,5.7,0.032,326,reviewed,us,us
2021-09-22T12:03:29.107Z,1.8176,126.592,26.6,5.4,mb,,67,1.295,0.86,us,us7000fdf1,2021-09-23T12:06:32.121Z,"143 km NW of Ternate, Indonesia",earthquake,6.1,4.7,0.055,114,reviewed,us,us
2021-09-22T10:34:35.529Z,-5.184,151.9779,70.83,4.5,mb,,97,1.003,0.56,us,us7000fdef,2021-09-22T10:51:10.040Z,"98 km SSW of Kokopo, Papua New Guinea",earthquake,8.5,7.6,0.103,28,reviewed,us,us
2021-09-22T10:20:13.022Z,12.1579,-87.71,35,4.5,mb,,165,0.86,0.54,us,us7000fde5,2021-09-22T10:43:16.040Z,"68 km WSW of Corinto, Nicaragua",earthquake,6.9,2,0.099,30,reviewed,us,us
2021-09-22T09:57:08.560Z,12.1598,-87.8542,30.74,6.5,mww,,118,0.973,1.18,us,us7000fdds,2021-09-26T03:32:11.798Z,"78 km SW of Jiquilillo, Nicaragua",earthquake,5.5,4.1,0.035,80,reviewed,us,us
2021-09-22T08:55:24.383Z,-38.1681,-73.7179,22.89,4.5,mb,,139,1.724,1.14,us,us7000fddf,2021-09-23T08:10:12.040Z,"49 km SW of Cañete, Chile",earthquake,7,7.3,0.156,12,reviewed,us,us
2021-09-22T08:36:40.616Z,-32.4297,-178.5011,10,4.6,mb,,137,3.196,0.9,us,us7000fevn,2021-09-29T07:04:58.040Z,"south of the Kermadec Islands",earthquake,11.3,1.9,0.172,12,reviewed,us,us
2021-09-22T08:27:36.811Z,-59.398,-25.7985,33.82,4.9,mb,,50,9.557,0.87,us,us7000fdd7,2021-09-22T09:07:13.040Z,"South Sandwich Islands region",earthquake,9.7,2.1,0.086,78,reviewed,us,us
2021-09-22T07:03:56.070Z,0.0314,123.3229,159.52,4.5,mb,,85,1.2,0.62,us,us7000fdcs,2021-09-23T06:41:08.040Z,"63 km SSE of Gorontalo, Indonesia",earthquake,8.5,7.3,0.124,19,reviewed,us,us
2021-09-22T01:25:08.835Z,7.4166,-82.754,12.59,5.2,mww,,151,1.37,0.92,us,us7000fdaq,2021-09-22T10:23:38.268Z,"69 km S of Burica, Panama",earthquake,7.8,5,0.046,45,reviewed,us,us
2021-09-21T23:15:53.617Z,-37.4863,146.3466,12,5.9,mww,,31,0.685,0.82,us,us7000fd9v,2021-10-01T07:53:58.575Z,"38 km SSW of Mount Buller, Australia",earthquake,4.8,1.7,0.056,31,reviewed,us,us
2021-09-21T21:10:24.043Z,-10.7841,164.7143,10,4.7,mb,,133,4.88,0.83,us,us7000fe4x,2021-09-28T23:07:38.040Z,"118 km W of Lata, Solomon Islands",earthquake,7,1.9,0.108,26,reviewed,us,us
2021-09-21T19:33:53.581Z,43.5578,146.0927,81.67,4.5,mb,,134,2.593,0.98,us,us7000fd80,2021-09-21T22:16:44.040Z,"49 km ENE of Nemuro, Japan",earthquake,8.3,7.5,0.075,58,reviewed,us,us
2021-09-21T18:14:56.005Z,9.787,93.7182,39.77,4.7,mb,,82,5.545,0.67,us,us7000fd7f,2021-09-21T18:53:56.040Z,"233 km SSE of Port Blair, India",earthquake,7.1,5.2,0.084,47,reviewed,us,us
2021-09-21T16:43:04.063Z,13.3574,120.7141,35,5,mb,,89,7.87,0.63,us,us7000fd5t,2021-09-26T21:08:07.506Z,"6 km ENE of Cabacao, Philippines",earthquake,7,1.9,0.047,151,reviewed,us,us
2021-09-21T15:30:09.177Z,-20.8452,-173.9021,10,4.8,mb,,78,7.188,1.17,us,us7000fe4t,2021-09-26T19:49:58.040Z,"121 km ENE of ‘Ohonua, Tonga",earthquake,5.7,1.9,0.111,25,reviewed,us,us
2021-09-21T15:27:23.726Z,-36.7845,-74.0309,10,4.6,mwr,,153,2.218,0.57,us,us7000fd53,2021-09-26T19:26:07.334Z,"81 km NW of Arauco, Chile",earthquake,7.7,1.9,,,reviewed,us,guc
2021-09-21T13:59:55.536Z,4.6105,126.7835,54.08,4.7,mb,,59,2.721,0.56,us,us7000fd4s,2021-09-26T19:19:12.040Z,"170 km ESE of Sarangani, Philippines",earthquake,7.9,7.2,0.075,53,reviewed,us,us
2021-09-21T13:14:32.025Z,-36.7771,-73.9329,18.8,6.4,mww,,110,2.14,0.7,us,us7000fd4k,2021-09-26T19:19:54.129Z,"73 km W of Talcahuano, Chile",earthquake,6.2,3,0.043,52,reviewed,us,us
2021-09-21T13:10:16.506Z,-47.7817,99.4958,10,4.5,mb,,72,18.877,0.64,us,us7000fe4g,2021-09-26T18:33:09.040Z,"southeast Indian Ridge",earthquake,7.6,1.9,0.14,19,reviewed,us,us
2021-09-21T10:33:27.242Z,-2.4317,140.2119,35,4.6,mb,,58,7.159,0.44,us,us7000fd3k,2021-09-21T11:11:47.765Z,"50 km WNW of Abepura, Indonesia",earthquake,5.6,2,0.083,45,reviewed,us,us
2021-09-21T10:19:56.527Z,29.6709,142.4032,10,5.2,mww,,29,2.572,0.86,us,us7000fd3f,2021-09-21T14:12:30.247Z,"Izu Islands, Japan region",earthquake,8.1,1.7,0.057,30,reviewed,us,us
2021-09-21T10:14:45.975Z,-27.0398,-113.1538,10,5.2,mb,,115,3.317,0.85,us,us7000fd3j,2021-09-21T12:21:14.260Z,"Easter Island region",earthquake,10.9,1.8,0.035,276,reviewed,us,us
2021-09-21T04:42:49.426Z,-15.8834,-175.311,320.43,4.6,mb,,68,3.133,0.69,us,us7000fd2d,2021-09-22T01:27:02.040Z,"162 km W of Hihifo, Tonga",earthquake,10.2,6.1,0.049,124,reviewed,us,us
2021-09-21T01:20:46.735Z,-3.021,128.0105,45.59,4.9,mb,,41,3.822,0.66,us,us7000fd1q,2021-09-21T20:59:13.040Z,"77 km NNW of Ambon, Indonesia",earthquake,3.2,6.7,0.067,69,reviewed,us,us
2021-09-21T00:25:39.430Z,-21.1145,-173.2795,10,4.9,mb,,105,7.307,0.91,us,us7000fe43,2021-10-02T00:46:11.040Z,"175 km E of ‘Ohonua, Tonga",earthquake,10.6,1.8,0.199,8,reviewed,us,us
2021-09-20T23:56:57.178Z,1.8003,125.8664,56.37,4.9,mb,,44,1.814,0.8,us,us7000fd1i,2021-10-02T03:13:06.040Z,"105 km ENE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,6.5,6.8,0.056,100,reviewed,us,us
2021-09-20T20:49:09.546Z,50.9096,-29.8732,10,4.7,mb,,149,16.585,0.58,us,us7000fe3k,2021-09-29T15:44:03.040Z,"northern Mid-Atlantic Ridge",earthquake,10.6,1.8,0.087,40,reviewed,us,us
2021-09-20T20:25:26.552Z,46.4061,152.479,35,6.1,mww,,14,6.709,1.19,us,us7000fczf,2021-09-29T17:00:42.008Z,"Kuril Islands",earthquake,7.6,1.8,0.037,70,reviewed,us,us
2021-09-20T19:50:49.003Z,-59.7304,-26.1948,35,4.6,mb,,194,7.828,0.66,us,us7000fe3i,2021-09-29T14:34:55.040Z,"South Sandwich Islands region",earthquake,6.5,2,0.157,15,reviewed,us,us
2021-09-20T19:07:45.944Z,-59.7901,-26.6075,35,5.4,mb,,30,7.709,1.19,us,us7000fcyr,2021-09-27T21:22:47.681Z,"South Sandwich Islands region",earthquake,6.1,1.9,0.053,121,reviewed,us,us
2021-09-20T18:34:52.555Z,-20.9718,-174.2673,14,5.8,mww,,25,7.413,0.96,us,us7000fcye,2021-09-27T21:04:35.796Z,"81 km ENE of ‘Ohonua, Tonga",earthquake,8.6,1.7,0.066,22,reviewed,us,us
2021-09-20T18:33:39.960Z,-10.1015,117.3794,46.19,4.7,mb,,84,3.574,0.84,us,us7000fcyd,2021-09-28T20:37:31.040Z,"177 km S of Sumbawa Besar, Indonesia",earthquake,5.2,7.5,0.079,48,reviewed,us,us
2021-09-20T18:08:17.256Z,-31.8066,179.6289,405.99,5.3,mww,,54,3.301,0.96,us,us7000fcy4,2021-09-27T20:14:51.982Z,"Kermadec Islands region",earthquake,8.1,2.7,0.098,10,reviewed,us,us
2021-09-20T18:05:46.175Z,-12.6683,166.3778,34.41,4.5,mb,,197,2.876,0.56,us,us7000fe3h,2021-09-29T14:21:39.040Z,"184 km NW of Sola, Vanuatu",earthquake,6.9,8.7,0.192,8,reviewed,us,us
2021-09-20T16:47:41.362Z,-14.9429,166.9491,16.6,4.6,mb,,48,0.558,0.54,us,us7000fe3e,2021-09-26T16:38:34.040Z,"17 km NW of Port-Olry, Vanuatu",earthquake,3.5,4.3,0.087,43,reviewed,us,us
2021-09-20T15:10:38.133Z,-6.3878,103.6266,35,4.5,mb,,181,2.121,0.68,us,us7000fe3c,2021-09-26T15:06:32.040Z,"209 km WSW of Bandar Lampung, Indonesia",earthquake,5.1,2,0.18,12,reviewed,us,us
2021-09-20T13:12:04.165Z,-36.7557,-73.9849,7.88,5.1,mww,,115,0.638,0.38,us,us7000fcvb,2021-09-26T14:12:13.142Z,"77 km W of Talcahuano, Chile",earthquake,5.2,4,0.068,21,reviewed,us,us
2021-09-20T09:36:32.992Z,16.6757,-99.175,10,4.6,mb,,200,1.056,1.31,us,us7000fcuk,2021-09-20T12:37:45.435Z,"7 km SW of Cruz Grande, Mexico",earthquake,9.9,2,0.031,310,reviewed,us,us
2021-09-20T07:47:17.265Z,-59.6283,-25.793,31.96,4.7,mb,,110,7.923,0.6,us,us7000fcv3,2021-09-20T13:59:10.040Z,"South Sandwich Islands region",earthquake,11,5.4,0.089,40,reviewed,us,us
2021-09-20T05:51:17.433Z,-23.4578,179.1657,556.21,4.5,mb,,140,5.778,0.66,us,us7000fctj,2021-09-20T06:10:35.040Z,"south of the Fiji Islands",earthquake,10.6,7.5,0.09,36,reviewed,us,us
2021-09-20T04:17:26.917Z,-57.8025,-25.4335,35,4.7,mb,,128,16.745,0.82,us,us7000fe38,2021-09-27T02:37:50.040Z,"South Sandwich Islands region",earthquake,4.2,1.9,0.1,30,reviewed,us,us
2021-09-20T03:42:47.125Z,-56.3705,-143.9652,10,5.1,mb,,74,24.219,0.71,us,us7000fcu6,2021-09-27T02:26:43.040Z,"Pacific-Antarctic Ridge",earthquake,14.8,1.9,0.087,43,reviewed,us,us
2021-09-20T02:55:24.365Z,-55.9268,-144.4861,10,4.7,mb,,161,34.23,0.51,us,us7000fe31,2021-09-27T02:24:18.040Z,"Pacific-Antarctic Ridge",earthquake,15.2,1.4,0.183,9,reviewed,us,us
2021-09-19T22:08:53.362Z,14.2804,-91.2934,59.37,5,mb,,130,1.515,0.62,us,us7000fcr5,2021-09-20T22:07:56.040Z,"7 km E of Tiquisate, Guatemala",earthquake,6.7,8.5,0.116,24,reviewed,us,us
2021-09-19T21:59:00.027Z,-58.6797,-23.7292,10,4.8,mb,,93,8.318,0.73,us,us7000fcr3,2021-09-20T21:41:48.040Z,"South Sandwich Islands region",earthquake,8,1.7,0.103,29,reviewed,us,us
2021-09-19T19:24:04.672Z,25.2231,94.8718,79.04,5.1,mb,,89,1.117,0.67,us,us7000fcq5,2021-09-20T10:16:46.758Z,"61 km SE of Phek, India",earthquake,8.9,7.4,0.067,73,reviewed,us,us
2021-09-19T18:07:05.455Z,-37.4291,179.9278,10,4.5,mb,,118,1.296,1.21,us,us7000fdul,2021-09-27T15:57:44.040Z,"216 km NE of Gisborne, New Zealand",earthquake,12.1,2,0.157,12,reviewed,us,us
2021-09-19T15:33:49.715Z,3.4522,-82.7667,10,4.7,mb,,76,5.307,0.85,us,us7000fcp8,2021-09-23T19:19:52.040Z,"south of Panama",earthquake,8.5,1.7,0.036,237,reviewed,us,us
2021-09-19T15:14:27.455Z,1.0368,126.3528,10,4.5,mb,,75,1.047,0.5,us,us7000fdum,2021-09-23T18:42:12.040Z,"117 km WNW of Ternate, Indonesia",earthquake,8.8,1.9,0.242,7,reviewed,us,us
2021-09-19T14:44:49.046Z,12.3824,143.934,19.22,4.7,mb,,80,1.506,0.45,us,us7000fdui,2021-09-23T19:13:28.040Z,"126 km SW of Merizo Village, Guam",earthquake,6.7,1.7,0.166,14,reviewed,us,us
2021-09-19T14:10:34.891Z,-41.2951,172.0283,4.01,4.5,mb,,43,0.479,0.48,us,us7000fcp0,2021-09-19T22:47:04.711Z,"61 km NE of Westport, New Zealand",earthquake,5.5,5.9,0.205,10,reviewed,us,us
2021-09-19T12:23:16.062Z,-3.1678,-77.9674,10,4.6,mb,,146,2.478,0.71,us,us7000fcnd,2021-09-19T23:35:45.752Z,"73 km ENE of Gualaquiza, Ecuador",earthquake,8.9,1.9,0.039,195,reviewed,us,us
2021-09-19T09:36:34.198Z,28.7099,96.3797,38.2,4.6,mb,,72,4.835,0.46,us,us7000fcme,2021-09-19T19:42:09.078Z,"72 km NNW of Hayuliang, India",earthquake,10,6.2,0.059,84,reviewed,us,us
2021-09-19T08:18:32.587Z,36.2403,137.7656,10,5.1,mww,,121,0.467,0.84,us,us7000fcly,2021-09-20T16:11:40.429Z,"13 km WSW of Toyoshina, Japan",earthquake,6.6,1.9,0.089,12,reviewed,us,us
2021-09-19T04:23:56.647Z,-13.4463,167.4636,10,5.1,mb,,123,2.005,0.89,us,us7000fcks,2021-09-19T04:42:58.040Z,"48 km NNW of Sola, Vanuatu",earthquake,12,1.9,0.049,140,reviewed,us,us
2021-09-19T03:21:28.395Z,-15.8115,-72.0314,10,4.7,mb,,134,3.014,1.4,us,us7000fcjr,2021-09-19T04:02:52.467Z,"12 km SE of Huambo, Peru",earthquake,9.8,1.9,0.087,44,reviewed,us,us
2021-09-19T01:42:00.421Z,-37.5252,179.3382,35,4.8,mb,,214,0.82,0.89,us,us7000fcj9,2021-09-19T02:02:20.040Z,"171 km NE of Gisborne, New Zealand",earthquake,3.9,2,0.161,15,reviewed,us,us
2021-09-19T00:46:23.132Z,-30.0188,-71.6736,29.58,4.8,mb,,100,0.39,0.94,us,us7000fcj1,2021-09-20T14:35:02.577Z,"Near the coast of Coquimbo, Chile",earthquake,1.7,4.6,0.042,172,reviewed,us,us
2021-09-19T00:19:06.908Z,-20.068,-175.6226,200.87,5.2,mww,,26,6.205,1.66,us,us7000fciw,2021-09-19T00:39:04.040Z,"126 km NNW of Nuku‘alofa, Tonga",earthquake,9.1,6.4,0.098,10,reviewed,us,us
2021-09-18T23:38:48.241Z,-7.3315,106.6143,54.77,4.6,mb,,96,1.035,1.03,us,us7000fcis,2021-09-19T00:52:50.195Z,"38 km S of Pelabuhanratu, Indonesia",earthquake,7.1,7.5,0.098,31,reviewed,us,us
2021-09-18T22:06:07.646Z,-7.0925,155.682,35,5,mb,,55,4.534,0.94,us,us7000fcic,2021-09-18T22:24:53.040Z,"88 km SSE of Panguna, Papua New Guinea",earthquake,7.5,1.5,0.066,73,reviewed,us,us
2021-09-18T20:47:06.712Z,-9.7763,148.564,15.17,5.3,mww,,15,6.599,1.2,us,us7000fchv,2021-09-20T21:28:56.159Z,"117 km SSE of Popondetta, Papua New Guinea",earthquake,8.3,2.7,0.08,15,reviewed,us,us
2021-09-18T20:42:37.140Z,34.2903,141.1386,10,4.6,mb,,136,1.61,0.85,us,us7000fchw,2021-09-18T21:44:22.040Z,"121 km SE of Katsuura, Japan",earthquake,7.4,1.9,0.193,8,reviewed,us,us
2021-09-18T18:29:05.180Z,-8.4439,127.8745,44.6,4.6,mb,,42,3.42,1.05,us,us7000fcgu,2021-09-18T23:12:07.067Z,"96 km E of Lospalos, Timor Leste",earthquake,6.7,5.1,0.102,29,reviewed,us,us
2021-09-18T15:47:20.833Z,-50.0698,120.0012,10,4.5,mb,,139,16.969,0.53,us,us7000fcgb,2021-09-18T18:02:32.040Z,"western Indian-Antarctic Ridge",earthquake,15.6,1.9,0.156,13,reviewed,us,us
2021-09-18T14:43:55.540Z,13.2668,-89.5872,52.74,5,mb,,136,0.407,0.96,us,us7000fcf7,2021-09-18T16:40:19.533Z,"37 km SW of La Libertad, El Salvador",earthquake,7.4,6.3,0.107,28,reviewed,us,us
2021-09-18T13:46:16.116Z,-58.49,-24.8858,54.93,4.6,mb,,185,7.692,1.09,us,us7000fds1,2021-09-27T15:23:51.040Z,"South Sandwich Islands region",earthquake,13.5,7.9,0.119,21,reviewed,us,us
2021-09-18T13:12:18.427Z,-58.5844,-24.9522,78.36,4.9,mb,,109,7.707,1.08,us,us7000fcel,2021-09-18T13:37:12.040Z,"South Sandwich Islands region",earthquake,13.9,9.8,0.11,26,reviewed,us,us
2021-09-18T12:57:38.484Z,-58.5744,-25.1027,35,4.6,mb,,83,7.633,0.38,us,us7000fcef,2021-09-18T13:33:41.040Z,"South Sandwich Islands region",earthquake,11,2,0.091,40,reviewed,us,us
2021-09-18T12:56:31.191Z,-6.6635,26.9858,10,4.8,mb,,60,7.09,0.41,us,us7000fcea,2021-09-18T14:35:09.617Z,"68 km S of Kabalo, Democratic Republic of the Congo",earthquake,8.4,1.9,0.087,43,reviewed,us,us
2021-09-18T11:17:19.644Z,50.4489,159.2777,10,4.5,mb,,142,2.607,0.45,us,us7000fcdk,2021-09-18T11:48:13.040Z,"224 km E of Severo-Kuril’sk, Russia",earthquake,8.8,1.9,0.075,52,reviewed,us,us
2021-09-18T04:54:23.322Z,-11.1106,162.1171,10,4.7,mb,,112,2.705,1,us,us7000fdrs,2021-09-23T21:36:44.040Z,"75 km SSE of Kirakira, Solomon Islands",earthquake,7.2,1.9,0.147,16,reviewed,us,us
2021-09-18T03:44:47.941Z,-7.8859,104.1747,10,4.9,mb,,167,2.953,1.21,us,us7000fcav,2021-09-18T05:07:41.010Z,"247 km SW of Labuan, Indonesia",earthquake,8.3,1.9,0.11,29,reviewed,us,us
2021-09-18T01:21:59.894Z,-10.8156,166.037,110.23,4.5,mb,,115,4.741,0.63,us,us7000fdrp,2021-09-23T21:19:31.040Z,"28 km ESE of Lata, Solomon Islands",earthquake,7,7.5,0.108,28,reviewed,us,us
2021-09-18T00:56:06.374Z,-15.7739,-173.7133,66.65,5.1,mb,,48,2.631,0.89,us,us7000fca8,2021-10-02T02:39:38.122Z,"21 km NNE of Hihifo, Tonga",earthquake,9.4,5.6,0.026,471,reviewed,us,us
2021-09-17T22:06:44.254Z,38.4972,73.4515,110.86,4.9,mb,,57,1.617,0.59,us,us7000fc98,2021-10-02T02:34:49.040Z,"57 km NW of Murghob, Tajikistan",earthquake,3.6,7.3,0.041,188,reviewed,us,us
2021-09-17T19:36:07.952Z,48.2241,153.8387,96.24,5,mb,,114,5.47,0.69,us,us7000fc86,2021-09-21T17:20:50.040Z,"Kuril Islands",earthquake,9.3,6.2,0.025,498,reviewed,us,us
2021-09-17T19:12:03.123Z,30.1198,69.3124,31.99,4.7,mb,,119,4.414,0.48,us,us7000fc7z,2021-09-17T21:39:15.465Z,"25 km NNE of Kohlu, Pakistan",earthquake,10.8,6.6,0.063,77,reviewed,us,us
2021-09-17T18:44:56.974Z,-11.1837,162.0796,10,5.3,mww,,32,2.721,0.81,us,us7000fc7y,2021-09-21T17:08:25.463Z,"82 km SSE of Kirakira, Solomon Islands",earthquake,7.2,1.8,0.069,20,reviewed,us,us
2021-09-17T16:50:42.628Z,-28.2292,-177.6052,10,4.9,mb,,80,11.173,0.98,us,us7000fc6a,2021-09-17T17:32:54.040Z,"Kermadec Islands region",earthquake,10.2,1.9,0.088,42,reviewed,us,us
2021-09-17T16:44:49.589Z,-27.2256,-177.132,10,4.5,mb,,105,11.001,1.04,us,us7000fdip,2021-09-27T15:16:38.040Z,"Kermadec Islands region",earthquake,12.9,1.9,0.18,10,reviewed,us,us
2021-09-17T16:20:41.471Z,-28.4805,-178.3428,10,4.7,mb,,179,9.482,1.08,us,us7000fdiw,2021-09-27T15:09:32.040Z,"Kermadec Islands region",earthquake,10.2,2,0.133,18,reviewed,us,us
2021-09-17T13:23:17.924Z,-2.8668,147.6401,10,4.6,mb,,66,0.862,0.83,us,us7000fc3t,2021-09-18T12:04:40.040Z,"100 km SSE of Lorengau, Papua New Guinea",earthquake,7.1,1.9,0.141,15,reviewed,us,us
2021-09-17T12:43:56.391Z,4.9294,126.2738,91.32,4.7,mb,,107,2.235,1.13,us,us7000fc2k,2021-09-17T13:02:03.040Z,"103 km ESE of Sarangani, Philippines",earthquake,5.2,7.2,0.057,93,reviewed,us,us
2021-09-17T10:48:09.348Z,-13.4057,167.368,10,4.8,mww,,65,2.035,0.3,us,us7000fc1g,2021-09-17T11:18:05.040Z,"55 km NNW of Sola, Vanuatu",earthquake,8.4,1.9,0.098,10,reviewed,us,us
2021-09-17T10:28:40.686Z,-13.4331,167.3944,10,5.8,mww,,64,2.01,0.87,us,us7000fc1e,2021-09-18T10:31:38.086Z,"51 km NNW of Sola, Vanuatu",earthquake,7.5,1.8,0.045,47,reviewed,us,us
2021-09-17T08:36:49.568Z,-58.8803,-24.6626,40.78,4.6,mb,,83,10.272,1.21,us,us7000fc18,2021-09-17T08:56:55.040Z,"South Sandwich Islands region",earthquake,10.9,5.8,0.097,32,reviewed,us,us
2021-09-17T08:00:09.511Z,-58.8597,-24.7349,36.64,4.8,mb,,88,10.243,0.85,us,us7000fc15,2021-09-17T08:17:25.040Z,"South Sandwich Islands region",earthquake,12.2,9.2,0.091,37,reviewed,us,us
2021-09-17T04:28:33.147Z,-10.9785,162.0383,10,4.5,mb,,113,2.564,0.66,us,us7000fdhs,2021-09-23T01:29:44.040Z,"59 km SSE of Kirakira, Solomon Islands",earthquake,7.3,1.8,0.15,15,reviewed,us,us
